news_url,image_url,title,text,source_name,date,topics,sentiment,type
https://www.youtube.com/watch?v=tr_txBx-pDs,https://cdn.snapi.dev/images/v1/m/q/mqdefault-300.jpg,"Uber and Lyft gear up for last leg of their IPO race","The race to the IPOs for Lyft and Uber. With CNBC's Melissa Lee and the Fast Money traders, Steve Grasso, Brian Kelly, Steve Chiavarone and Guy Adami.","CNBC Television","Fri, 15 Mar 2019 20:13:56 -0400",,Positive,Video
https://www.youtube.com/watch?v=VE4G9-_XS70,https://cdn.snapi.dev/images/v1/m/q/mqdefault-229.jpg,"Neiman Marcus Customers Deserve Physical Presence in New York, CEO Says","Geoffroy Van Raemdonck, chief executive officer at Neiman Marcus Group, discusses the opening of the brand's first store at Hudson Yards and serving the company's customer base in New York. He speaks with Blomberg's Emma Chandra.","Bloomberg Markets and Finance","Fri, 15 Mar 2019 09:36:10 -0400",CEO,Positive,Video
https://www.youtube.com/watch?v=pDXcika12xE,https://cdn.snapi.dev/images/v1/m/q/mqdefault-33.jpg,"Mommy, Where's My Photo Going? Dos and Don'ts of Sharing Your Children","Unconsenting subjects, child predators and data collection should make any parent pause before posting photos to social media. WSJ's Joanna Stern created an animated children's book to explain.","Wall Street Journal","Tue, 12 Mar 2019 15:08:24 -0400",,Positive,Video
https://www.youtube.com/watch?v=PgrP5_gmeFM,https://cdn.snapi.dev/images/v1/m/q/mqdefault-32.jpg,"Why China Loves Buick","Buick might have a frumpy image in America, but it is an automotive rock star in China. With rising trade tension, tougher government policy and smarter Chinese automakers, how much longer can the good times go on?",CNBC,"Tue, 12 Mar 2019 15:07:43 -0400",,Positive,Video
https://www.youtube.com/watch?v=ZfxRKF10MUw,https://cdn.snapi.dev/images/v1/m/q/mqdefault-31.jpg,"S&P, Nasdaq pacing for best quarter in seven years","Mike Wilson of Morgan Stanley, Meghan Shue of Wilmington Trust, and Amy Raskin of Chevy Chase Trust join CNBC's ""Fast Money Halftime Report"" team to discuss what is weighing on the market and if the market correction could be ending soon.","CNBC Television","Tue, 12 Mar 2019 15:03:13 -0400",,Neutral,Video
https://www.youtube.com/watch?v=1kUH33pcHHA,https://cdn.snapi.dev/images/v1/m/q/mqdefault-29.jpg,"Morgan Stanley's Mike Wilson says the big acceleration to move stocks won't happen until next year","Mike Wilson of Morgan Stanley; Meghan Shue, Wilmington Trust senior investment strategist; and Amy Raskin, Chevy Chase Trust CIO, join the 'Fast Money Halftime Report' team to discuss what's weighing on the market and if the market correction could be ending soon.","CNBC Television","Tue, 12 Mar 2019 14:48:35 -0400",,Negative,Video
https://www.youtube.com/watch?v=XyKPhgfBKEs,https://cdn.snapi.dev/images/v1/m/q/mqdefault-23.jpg,"Higher Enterprise Spending to Aid These Cybersecurity Stocks","Per Absolute Markets Insight Data, cyber-attacks can cost companies almost $5.2 trillion annually.","Zacks Investment Research","Tue, 12 Mar 2019 11:34:11 -0400",,Negative,Video
https://www.youtube.com/watch?v=B4scvkYJ7zg,https://cdn.snapi.dev/images/v1/m/q/mqdefault-22.jpg,"Samsung Galaxy S10e Review","Samsung Galaxy S10e Review: Smaller, but not lesser",Engadget,"Tue, 12 Mar 2019 11:30:09 -0400",,Positive,Video
https://www.youtube.com/watch?v=tWTk7g7cMiI,https://cdn.snapi.dev/images/v1/m/q/mqdefault-20.jpg,"Here's what trader Scott Nations is watching in the markets","The cause of the Ethiopian Airlines crash is still unknown, but most experts agree it is rare for two new planes to crash so soon after each other.","CNBC Television","Tue, 12 Mar 2019 11:19:24 -0400",,Neutral,Video
https://www.youtube.com/watch?v=MQMn5IMhYxQ,https://cdn.snapi.dev/images/v1/m/q/mqdefault-14.jpg,"Why this CIO says waiting for the next recession is not an investment strategy","David Bianco, chief investment officer for the Americas at DWS Group, joins CNBC's ""Squawk Box"" team to discuss why he thinks the U.S. is far from a recession and why investors are mistaken to base their strategy around one.","CNBC Television","Tue, 12 Mar 2019 11:04:50 -0400",,Neutral,Video
