news_url,image_url,title,text,source_name,date,topics,sentiment,type,tickers
https://www.nytimes.com/2019/10/22/technology/zuckerberg-libra-facebook-cryptocurrency.html,https://cdn.snapi.dev/images/v1/z/u/zuckwn22-1.jpg,"Zuckerberg to Admit That Facebook Has Trust Issues","The chief executive is expected to testify on Wednesday at a House committee hearing about his company’s cryptocurrency project.",NYTimes,"Tue, 22 Oct 2019 18:56:43 -0400","CEO,paywall",Neutral,Article,FB
https://www.cnbc.com/2019/10/22/brittany-kaiser-facebook-is-the-biggest-threat-to-us-democracy.html,https://cdn.snapi.dev/images/v1/t/l/urlhttps3a2f2fgfoolcdncom2feditorial2fimages2f5163602ffacebook.jpg,"Facebook is 'the biggest threat' to US democracy, Cambridge Analytica whistleblower says","""It was only two weeks ago that Mark Zuckerberg decided that Facebook is not going to censor politicians that are spreading disinformation,"" Cambridge Analytica whistleblower Brittany Kaiser says.",CNBC,"Tue, 22 Oct 2019 18:37:00 -0400",,Negative,Article,FB
https://deadline.com/2019/10/facebook-shares-fall-as-most-states-join-antitrust-probe-mark-zuckerberg-goes-on-the-stump-1202766450/,https://cdn.snapi.dev/images/v1/s/5/img-20190501-095025.jpg,"Facebook Shares Fall As Most States Join Antitrust Probe; Mark Zuckerberg Goes On The Stump","New York Attorney General Letitia James said 46 other attorneys general have joined her antitrust investigation into Facebook, adding more legal firepower to a potential lawsuit. The Federal Trade Commission and the Department of Justice have already opened antitrust investigations.",Deadline,"Tue, 22 Oct 2019 17:29:45 -0400",,Negative,Article,FB
https://www.youtube.com/watch?v=vUjWRgHKJnI,https://cdn.snapi.dev/images/v1/w/k/zuckerberg-meets-with-lawmakers-ahead-of-testimony-tomorrow.jpg,"Zuckerberg meets with lawmakers ahead of testimony tomorrow","CNBC's Ylan Mui reports that Facebook CEO Mark Zuckerberg met with lawmakers today ahead of his testimony tomorrow.","CNBC Television","Tue, 22 Oct 2019 17:20:26 -0400",CEO,Neutral,Video,FB
https://www.cnet.com/news/facebook-isnt-taking-political-ads-for-the-money-coo-sheryl-sandberg-says/,https://cdn.snapi.dev/images/v1/i/s/isk23fg-1.jpg,"Facebook isn't taking political ads 'for the money,' COO Sandberg says","Facebook continues to face questions about its role in elections.",CNET,"Tue, 22 Oct 2019 17:05:00 -0400",COO,Neutral,Article,FB
https://www.cnbc.com/2019/10/22/zuckerberg-wont-answer-for-the-libra-association-at-hearing.html,https://cdn.snapi.dev/images/v1/2/2/m02d20191001t2i1436041400rlynxmpef903miw640.jpg,"Zuckerberg won't answer for the Libra Association at Wednesday's congressional hearing","Facebook CEO Mark Zuckerberg will face the House Financial Services Committee Wednesday to discuss the company's cryptocurrency plans.",CNBC,"Tue, 22 Oct 2019 16:55:00 -0400",CEO,Neutral,Article,FB
https://www.cnet.com/news/facebook-commits-1b-to-address-housing-issues/,https://cdn.snapi.dev/images/v1/l/x/fre2222-1.jpg,"Facebook commits $1B to address housing issues","The social media giant wants to help California.",CNET,"Tue, 22 Oct 2019 16:50:27 -0400",,Positive,Article,FB
https://www.theguardian.com/technology/2019/oct/22/libra-facebook-zuckerberg-delay-congress,https://cdn.snapi.dev/images/v1/g/8/gettyimages-487867268jpgw618.jpg,"Facebook could delay embattled Libra project, Zuckerberg to tell Congress","Project has faced growing pushback from legislators and waning support from companies that initially backed cryptocurrency","The Guardian","Tue, 22 Oct 2019 16:33:23 -0400","CEO,crypto",Negative,Article,FB
https://www.geekwire.com/2019/facebook-launches-1b-affordable-housing-initiative-joining-tech-peers-trying-close-gap/,https://cdn.snapi.dev/images/v1/s/k/skwn2b33-1.jpg,"Facebook launches $1B affordable housing initiative, joining tech peers trying to close the gap","Big tech companies are spending big money to address the affordable housing shortage plaguing their communities.",GeekWire,"Tue, 22 Oct 2019 16:25:51 -0400",,Positive,Article,FB
https://www.cnn.com/2019/10/22/tech/zuckerberg-facebook-capitol-hill/index.html,https://cdn.snapi.dev/images/v1/8/c/ij2n3444-1.jpg,"Mark Zuckerberg heads back to Capitol Hill with Facebook under more scrutiny than ever","A slew of policy changes this week at Facebook show how the social media giant can act decisively on pressing public policy matters — when it chooses to.","CNN Business","Tue, 22 Oct 2019 16:02:46 -0400",CEO,Negative,Article,FB
