news_url,image_url,title,text,source_name,date,topics,sentiment,type,tickers
https://seekingalpha.com/article/4333776-5-stocks-to-buy-when-tide-goes-out,https://cdn.snapi.dev/images/v1/i/j/os823.jpg,5 Stocks To Buy When The Tide Goes Out,5 Stocks To Buy When The Tide Goes Out,Seeking Alpha,"Mon, 23 Mar 2020 20:38:36 -0400",,Positive,Article,"AMZN,DIS,FB,GOOG,GOOGL,WMT"
https://www.nytimes.com/2020/03/23/technology/coronavirus-facebook-news.html,https://cdn.snapi.dev/images/v1/g/a/105143412-gettyimages-840900115.jpg,The Coronavirus Revives Facebook as a News Powerhouse,"More than half of all news consumption on Facebook in America is about the virus, according to an internal report.",NYTimes,"Mon, 23 Mar 2020 18:19:18 -0400",paywall,Positive,Article,FB
https://www.cnbc.com/2020/03/23/facebook-staff-get-30-days-paid-leave-to-care-for-coronavirus-sick.html,https://cdn.snapi.dev/images/v1/t/p/m02d20190618t2i1399139737rlynxnpef5h1qfw640.jpg,Facebook is offering employees up to a month of paid leave to care for sick family members,Facebook has introduced new paid-time off programs that will allow employees to take up to a month away from work to care for sick relatives in light of the coronavirus outbreak.,CNBC,"Mon, 23 Mar 2020 17:36:18 -0400",,Neutral,Article,FB
https://www.nytimes.com/2020/03/23/technology/coronavirus-facebook-amazon-youtube.html,https://cdn.snapi.dev/images/v1/i/2/merlin-170600328-dc688970-2297-4f9f-a0c1-e62f09b2b56f-articlelargejpgquality75autowebpdisableupscale.jpg,Big Tech Could Emerge From Coronavirus Crisis Stronger Than Ever,Amazon is hiring aggressively to meet customer demand. Traffic has soared on Facebook and YouTube.,NYTimes,"Mon, 23 Mar 2020 10:56:05 -0400",paywall,Positive,Article,"FB,GOOG,GOOGL"
https://www.zacks.com/stock/news/829811/facebook-cuts-video-streaming-quality-in-coronavirus-hit-europe,https://cdn.snapi.dev/images/v1/w/0/fb6-3.jpg,Facebook Cuts Video Streaming Quality in Coronavirus-Hit Europe,"Facebook (FB) downgrades video streaming quality in Europe following Netflix, YouTube among others in Europe in an attempt to lower network traffic amid Covid-19 outbreak.",Zacks Investment Research,"Mon, 23 Mar 2020 09:49:00 -0400",,Neutral,Article,FB
https://techcrunch.com/2020/03/23/facebook-messenger-provides-governments-agencies-with-free-developer-tools-to-combat-covid-19/,https://cdn.snapi.dev/images/v1/g/e/gettyimages-1207957894jpgw600.jpg,"Facebook Messenger provides governments, agencies with free developer tools to combat Covid-19","Big tech has been making a huge effort to mobilize its power to help people work better together to battle the ongoing coronavirus pandemic — whether it’s creating search and information portals or making sure the most authoritative voices are surfacing above the noise, or gathering compute power to supercharge research efforts to find vaccines. […]",TechCrunch,"Mon, 23 Mar 2020 09:27:20 -0400",,Neutral,Article,FB
https://www.benzinga.com/news/20/03/15625906/how-tim-cook-mark-zuckerberg-and-other-tech-ceos-are-helping-fight-the-global-pandemic,https://cdn.snapi.dev/images/v1/b/i/bigtech62-3.jpg,"Bezos, Zuckerberg, Cook, Others: How Tech CEOs Help Fight Global Pandemic",Benzinga is covering every angle of how the coronavirus affects the financial world.,Benzinga,"Mon, 23 Mar 2020 08:21:01 -0400",CEO,Positive,Article,"AAPL,AMZN,FB,GOOG,GOOGL,MSFT"
https://www.cnet.com/news/facebook-donates-720000-masks-to-us-health-workers-fighting-coronavirus/,https://cdn.snapi.dev/images/v1/q/w/urlhttps3a2f2fgfoolcdncom2feditorial2fimages2f5163602ffacebook.jpg,"Facebook donates 720,000 masks to US health workers fighting coronavirus","Mark Zuckerberg said the company had an "" emergency reserve"" due to the California wildfires.",CNET,"Mon, 23 Mar 2020 07:02:22 -0400",,Neutral,Article,FB
https://www.cnbc.com/2020/03/23/coronavirus-facebook-to-reduce-video-streaming-quality-in-europe.html,https://cdn.snapi.dev/images/v1/a/h/105239873-gettyimages-962171220.jpg,Facebook joins YouTube and Netflix in reducing video quality in Europe amid virus pandemic,"Facebook is reducing video streaming quality in Europe to avoid straining the internet, as more people are forced to stay at home.",CNBC,"Mon, 23 Mar 2020 06:41:26 -0400",,Neutral,Article,FB
https://techcrunch.com/2020/03/23/facebook-and-disney-to-downgrade-streaming-quality-in-europe-due-to-covid-19/,https://cdn.snapi.dev/images/v1/w/5/44589136971-23014d46a1-kjpgw600.jpg,Facebook and Disney to downgrade streaming quality in Europe due to COVID-19,"Facebook is temporarily downgrading the quality of video streaming in Europe on its social platforms Facebook and Instagram in response to a call for action from the European Commission, per Reuters. Disney has also said it will work to shrink bandwidth used by its streaming service, Disney+, which is due to begin launching in Europe […]",TechCrunch,"Mon, 23 Mar 2020 05:10:44 -0400",,Neutral,Article,"DIS,FB"
https://www.cnet.com/news/facebook-sees-surge-of-engagement-worldwide-following-coronavirus-outbreak/,https://cdn.snapi.dev/images/v1/5/f/fb-6.jpg,Facebook sees 70% increase in group video calls following coronavirus outbreak,"Meanwhile, people stuck at home in Italy are spending more time than usual watching Instagram Stories.",CNET,"Mon, 23 Mar 2020 05:00:05 -0400",,Positive,Article,FB
