news_url,image_url,title,text,source_name,date,topics,sentiment,type,tickers
https://www.marketwatch.com/story/guid/3e538d86-e88d-4dc3-a514-52e8ef7b2d5e,https://cdn.snapi.dev/images/v1/m/0/m02d20200213t2i1489766378rlynxmpeg1c14jw640-2.jpg,Facebook reaches commercial agreement with AR display maker Plessey,"Facebook Inc. on Monday announced it has reached a commercial agreement with Plessey to ""support the development, design, and manufacturing of new display technologies for potential use in future AR/VR products,"" a Facebook spokesperson told MarketWatch.",Market Watch,"Mon, 30 Mar 2020 16:32:39 -0400",,Positive,Article,FB
https://www.fool.com/investing/2020/03/30/why-facebook-stock-just-popped-6.aspx,https://cdn.snapi.dev/images/v1/o/j/mw-gx419-facebo-20181031133215-zh.jpg,Why Facebook Stock Just Popped 6%,Business is bad and will remain bad for another quarter -- then it will bounce back.,The Motley Fool,"Mon, 30 Mar 2020 16:15:00 -0400",,Positive,Article,FB
https://www.fool.com/investing/2020/03/30/facebook-throws-local-news-100-million-lifeline-am.aspx,https://cdn.snapi.dev/images/v1/f/o/fb55-2.jpg,Facebook Throws Local News $100 Million Lifeline Amid COVID-19 Pandemic,Facebook wants to help local news outlets continue to report on the coronavirus and is throwing $100 million toward the effort.,The Motley Fool,"Mon, 30 Mar 2020 14:50:19 -0400",,Positive,Article,FB
https://www.cnbc.com/2020/03/30/morgan-stanley-on-tech-winners-losers-after-coronavirus-pandemic.html,https://cdn.snapi.dev/images/v1/3/y/etf26-50.jpg,"Bet on these tech stocks to bounce back after coronavirus pandemic, says Morgan Stanley","A handful of tech companies will emerge from the COVID-19 pandemic stronger, while investors should expect other businesses to weaken, according to a research note from Morgan Stanley.",CNBC,"Mon, 30 Mar 2020 13:58:14 -0400",,Positive,Article,"AMZN,ATVI,CHWY,FB,GLU,GOOG,GOOGL,TTWO,UBER,WW,ZNGA"
https://www.fool.com/investing/2020/03/30/heres-how-much-revenue-digital-advertising-giants.aspx,https://cdn.snapi.dev/images/v1/z/y/urlhttps3a2f2fgfoolcdncom2feditorial2fimages2f5656842fgettyimages-100-bill-mask-covid-19-coronavirusjpgw700opresize.jpg,Here's How Much Revenue Digital Advertising Giants Are Losing Due to Coronavirus,"Digital advertising will be hit hardest, but there's still reason for investor optimism.",The Motley Fool,"Mon, 30 Mar 2020 12:40:00 -0400",,Negative,Article,"FB,GOOG,GOOGL,TWTR"
https://techcrunch.com/2020/03/30/facebook-local-news-100-million/,https://cdn.snapi.dev/images/v1/4/5/103962888-gettyimages-502404740.jpg,Facebook commits $100M to support local news orgs hit by COVID-19 crisis,"Facebook announced this morning that it will be offering another $100 million worth of support to local newsrooms that are trying to cover the COVID-19 pandemic, while that same pandemic is dealing a major blow to their bottom lines. The company says the funding will consist of $25 million in grant funding for local coverage, […]",TechCrunch,"Mon, 30 Mar 2020 11:55:04 -0400",,Positive,Article,FB
https://investorplace.com/2020/03/the-5-top-tech-stocks-to-buy-on-the-dip/,https://cdn.snapi.dev/images/v1/r/0/urlhttps3a2f2fgfoolcdncom2feditorial2fimages2f5631972fgettyimages-1132660268gogfbjpgw700opresize.jpg,The 5 Top Tech Stocks to Buy on the Dip,History will look back at this moment as a once-in-a-lifetime buying opportunity to find top tech stocks to buy.,InvestorPlace,"Mon, 30 Mar 2020 11:47:57 -0400",,Positive,Article,"FB,ROKU,SHOP,SQ,TTD"
https://www.investopedia.com/investing/best-growth-stocks/,https://cdn.snapi.dev/images/v1/y/w/etf36.jpg,Best Growth Stocks for April 2020,"Despite the market turmoil, shares of PayPal, Visa, Nike, SolarEdge, and Facebook could be worth a spot in a growth-oriented portfolio.",Investopedia,"Mon, 30 Mar 2020 10:49:25 -0400",,Positive,Article,"FB,NKE,PYPL,SEDG,V"
https://www.cnn.com/2020/03/30/media/facebook-news-journalism-grants-coronavirus/index.html,https://cdn.snapi.dev/images/v1/2/0/200330120718-facebook-logo-restricted-super-169.jpg,Facebook is giving $25 million to news organizations,"Facebook will give $25 million in emergency grants for local news to support journalism during the coronavirus pandemic, and will spend $75 million more on ads with news outlets that have seen a significant decline in their revenue, it announced Monday.",CNN Business,"Mon, 30 Mar 2020 10:46:46 -0400",,Positive,Article,FB
https://www.cnbc.com/2020/03/30/facebook-commits-100-million-to-support-news-media-hurt-by-virus-crisis.html,https://cdn.snapi.dev/images/v1/1/0/106202554-1571960310657gettyimages-1182969988.jpeg,Facebook commits $100 million to support news media hurt by the virus crisis,"Facebook pledged $100 million in financing and ad spending to support news organizations, including local publishers in the U.S., reeling from pressure due to the coronavirus pandemic.",CNBC,"Mon, 30 Mar 2020 09:03:00 -0400",,Positive,Article,FB
