news_url,image_url,title,text,source_name,date,topics,sentiment,type
https://www.reuters.com/article/us-usa-trade-usmca/u-s-canadian-officials-converge-on-mexico-city-to-seal-final-changes-to-trade-deal-idUSKBN1YD2J6,https://cdn.snapi.dev/images/v1/n/a/m02d20191210t2i1462235852rlynxmpefb81x4w640.jpg,"U.S., Canadian officials converge on Mexico City to seal final changes to trade deal",Senior U.S. and Canadian officials were set to fly to Mexico City on Tuesday to work on the final changes to a languishing North American trade pact that could clear the way for a vote in the U.S. Congress before the end of the year.,Reuters,"Mon, 09 Dec 2019 21:41:04 -0500",,Positive,Article
https://www.reuters.com/article/us-global-oil/oil-prices-slip-again-as-specter-of-trade-war-demand-concerns-haunts-market-idUSKBN1YE05R,https://cdn.snapi.dev/images/v1/m/0/m02d20191210t2i1462224675rlynxmpefb902pw640.jpg,"Oil prices slip again as specter of trade war, demand concerns haunts market",Oil prices dropped on Tuesday for a second straight session as the cons of a slowing global demand outlook outweighed the pros of OPEC’s agreement with associated producers at the end of last week to deepen crude output cuts in early 2020.,Reuters,"Mon, 09 Dec 2019 21:09:46 -0500",oil,Negative,Article
https://www.youtube.com/watch?v=0jBl0fu8LkE,https://cdn.snapi.dev/images/v1/e/x/stock-market-themes-to-watch-in-2020-trade-fed-election.jpg,"Stock Market Themes To Watch In 2020: Trade, Fed & Election",Lauren Goodwin of New York Life Investment Management provides an economic outlook for 2020 and the factors set to impact market returns next year.,Investors Business Daily,"Mon, 09 Dec 2019 20:20:28 -0500",,Neutral,Video
https://www.youtube.com/watch?v=-imnYUMU5CI,https://cdn.snapi.dev/images/v1/g/p/gpflke3222-1.jpg,How markets are reacting to the looming tariff deadline with China and the November jobs report,"Money Map Press Chief Technical Strategist D.R. Barton weighs in on the trade talks with China, the November Jobs Report and the stock market.",Yahoo Finance,"Mon, 09 Dec 2019 20:12:17 -0500",,Negative,Video
https://www.youtube.com/watch?v=dcdcQsld7Ic,https://cdn.snapi.dev/images/v1/f/k/fkdensn22-1.jpg,Investing Strategies: Trading Tactics And Portfolio Strategies For 2020,"With 2019 quickly coming to a close, we're dissecting trading tactics to consider as we head into the new year.",Investors Business Daily,"Mon, 09 Dec 2019 20:04:42 -0500",,Positive,Video
https://www.reuters.com/article/us-global-markets/asian-shares-edge-lower-as-investors-await-tariff-deadline-idUSKBN1YE01W,https://cdn.snapi.dev/images/v1/m/0/m02d20191210t2i1462201054rlynxmpefb900rw640.jpg,Asian shares edge lower as investors await tariff deadline,"Asian equity markets were a tad lower on Tuesday as investors refrained from making major bets before Dec. 15, when the next round of U.S. tariffs on Chinese imports is due to take effect.",Reuters,"Mon, 09 Dec 2019 19:39:55 -0500",,Negative,Article
https://www.forbes.com/sites/johnnavin/2019/12/09/why-markets-tend-to-reverse-at-holidays-and-other-insights-an-interview-with-technical-analyst-tim-ord/,https://cdn.snapi.dev/images/v1/v/z/0x600.jpg,Why Markets Tend To Reverse At Holidays And Other Insights: An Interview With Technical Analyst Tim Ord,"""While at Dean Witter, I came across Stan Weinstein’s 'Secrets for Profiting in Bull and Bear Market' and along with his market letter"" -- Tim Ord.",Forbes,"Mon, 09 Dec 2019 19:18:33 -0500",tanalysis,Negative,Article
https://www.youtube.com/watch?v=_J_m4bt6FvM,https://cdn.snapi.dev/images/v1/m/q/jim-cramer-be-ready-to-buy-stocks-if-this-fed-tariff-scenario-happens.jpg,"Jim Cramer: Be ready to buy stocks if this Fed, tariff scenario happens","If the Fed teases potential interest rate hikes and Trump follows through on higher tariffs, ""you have to be ready to buy [stocks],"" Jim Cramer says.",CNBC Television,"Mon, 09 Dec 2019 19:10:55 -0500","cramer,madmoney",Positive,Video
https://www.youtube.com/watch?v=EYT4loLiHF0,https://cdn.snapi.dev/images/v1/m/q/which-of-2019s-ipos-has-what-it-takes-to-last-100-years.jpg,Which of 2019's IPOs has what it takes to last 100 years?,Coca-Cola celebrated 100 years as a public company today.,CNBC Television,"Mon, 09 Dec 2019 18:24:27 -0500",,Neutral,Video
https://www.youtube.com/watch?v=-Ssu4_-yBsk,https://cdn.snapi.dev/images/v1/q/o/wall-st-bull-tony-dwyer-raises-his-2020-sp-target.jpg,Wall St. bull Tony Dwyer raises his 2020 S&P target,Canaccord Genuity's Tony Dwyer sees another record year in 2020 even if there's no trade deal.,CNBC Television,"Mon, 09 Dec 2019 17:51:03 -0500",,Positive,Video
https://www.youtube.com/watch?v=EzgxWbPfrfo,https://cdn.snapi.dev/images/v1/k/9/march-to-new-highs-or-will-tariffs-derail-record-rally.jpg,March to new highs or will tariffs derail record rally?,Tariffs are set to go up in five days.,CNBC Television,"Mon, 09 Dec 2019 17:37:26 -0500",,Neutral,Video
https://www.youtube.com/watch?v=kUk8ys6oJbg,https://cdn.snapi.dev/images/v1/q/s/deal-reached-on-key-trump-usmca-trade-deal-report.jpg,Deal reached on key Trump USMCA trade deal: Report,Sources are telling Fox Business that Trump's USMCA trade deal could finally replace NAFTA in one of the president's key campaign promises.,Fox Business,"Mon, 09 Dec 2019 17:24:07 -0500",,Positive,Video
https://www.youtube.com/watch?v=fXYKG2cq2AQ,https://cdn.snapi.dev/images/v1/d/d/podc15.jpg,Technical Pro On Stocks To Watch Amid Market Volatility,"Sierra Alpha Research President David Keller joined the ""Investing with IBD"" podcast this week for insights into his trading style and how investing in the stock market is a lot like being a student pilot.",Investors Business Daily,"Mon, 09 Dec 2019 16:46:55 -0500",podcast,Neutral,Video
