news_url,image_url,title,text,source_name,date,topics,sentiment,type
https://www.cnbc.com/2020/06/09/us-china-tensions-over-coronavirus-scrutiny-on-chinese-firms-in-financial-markets.html,https://cdn.snapi.dev/images/v1/m/m/105450231-1536885286219gettyimages-849019836.jpeg,"The U.S.-China 'cold war' is here — and Beijing may start targeting Washington's allies, analysts say","From a trade fight to a war of words over the origin of the coronavirus, to greater scrutiny of Chinese firms on Wall Street — relations between the U.S. and China have been nosedived in recent years.",CNBC,"Mon, 08 Jun 2020 23:42:49 -0400",,Negative,Article
https://www.youtube.com/watch?v=0W7oVjwg8Ms,https://cdn.snapi.dev/images/v1/w/z/possible-to-achieve-phase-1-trade-deal-amcham-chinas-gilligan.jpg,Possible to Achieve Phase 1 Trade Deal: AmCham China’s Gilligan,"Greg Gilligan, chairman of the American Chamber of Commerce in China, discusses the mood among members over the relationship between the U.S. and China, the phase 1 trade deal and the key concerns for members amid the coronavirus pandemic. He speaks on “Bloomberg Markets: China Open.”",Bloomberg Markets and Finance,"Mon, 08 Jun 2020 23:31:24 -0400",,Neutral,Video
https://seekingalpha.com/article/4352695-lessons-learned-from-great-pandemic-and-stock-markets-spectacular-recovery,https://cdn.snapi.dev/images/v1/e/1/interest-ratesjpgquality90stripall.jpg,Lessons Learned From The 'Great Pandemic' And The Stock Market's Spectacular Recovery,Lessons Learned From The 'Great Pandemic' And The Stock Market's Spectacular Recovery,Seeking Alpha,"Mon, 08 Jun 2020 23:21:33 -0400",,Positive,Article
https://www.reuters.com/article/us-global-oil/oil-prices-rise-on-optimism-easing-of-lockdowns-to-spur-fuel-demand-idUSKBN23G04O,https://cdn.snapi.dev/images/v1/a/u/m02d20200609t2i1521578244rlynxmpeg58024w640.jpg,Oil prices rise on optimism easing of lockdowns to spur fuel demand,"Oil prices climbed on Tuesday, paring losses from the previous session, as markets broadly rose on growing confidence in a global recovery with pandemic lockdowns easing.",Reuters,"Mon, 08 Jun 2020 21:45:43 -0400",oil,Positive,Article
https://www.youtube.com/watch?v=6tBOkN7JBYA,https://cdn.snapi.dev/images/v1/m/q/world-bank-sees-2020-global-growth-falling-52.jpg,World Bank Sees 2020 Global Growth Falling 5.2%,These pandemic-related shutdowns globally will continue to take a big bite out of global growth.,Bloomberg Markets and Finance,"Mon, 08 Jun 2020 21:26:01 -0400",,Negative,Video
https://www.cnbc.com/2020/06/08/strong-jobs-number-may-add-fuel-to-treasury-yield-rally-bofas-cabana.html,https://cdn.snapi.dev/images/v1/n/q/106537518-1589474877212gettyimages-1212973471.jpeg,Treasury yields may break above one percent faster than BofA forecast due to stronger than expected labor market,"BofA Global Research's Mark Cabana reacts to May's employment report, and how the Fed may address it this week.",CNBC,"Mon, 08 Jun 2020 20:42:31 -0400",,Positive,Article
https://www.cnbc.com/2020/06/08/jim-cramer-on-why-the-nasdaq-hit-a-new-all-time-high-during-the-pandemic.html,https://cdn.snapi.dev/images/v1/o/a/105774073-1551738764980img-5970rr.jpg,Cramer: These are the stocks that helped power the Nasdaq to a new record high during the pandemic,"The Nasdaq's rally is ""more representative of this market than the endless rebound in the hospitality and travel stocks in response to the opening of America,"" CNBC's Jim Cramer said.",CNBC,"Mon, 08 Jun 2020 19:39:10 -0400",cramer,Positive,Article
https://www.forbes.com/sites/alangassman/2020/06/08/treasury-announces-relief-from-60-cliff-but-does-it-have-the-authority-to-do-this/,https://cdn.snapi.dev/images/v1/9/6/treasury-announces-relief-from-60-cliff-but-does-it-have-the-authority-to-do-this.jpg,"Treasury Announces Relief From 60% Cliff, But Does It Have The Authority To Do This?","Today, U.S. Treasury Secretary Steven Mnuchin and Small Business Administration (SBA) Administrator Jovita Carranza released a joint statement regarding the passage of the Paycheck Protection Program (PPP) Flexibility Act, which was enacted on Friday",Forbes,"Mon, 08 Jun 2020 19:29:53 -0400",,Neutral,Article
https://www.forbes.com/sites/simonmoore/2020/06/08/stocks-in-green-for-2020-on-same-day-us-declares-recessionwhy-the-disconnect/,https://cdn.snapi.dev/images/v1/k/t/stocks-in-green-for-2020-on-same-day-us-declares-recession-why-the-disconnect.jpg,Stocks In Green For 2020 On Same Day U.S. Declares Recession - Why The Disconnect?,"Today saw stocks turn positive for 2020, right as the U. S. formally recognized a recession.",Forbes,"Mon, 08 Jun 2020 19:27:23 -0400",,Neutral,Article
https://www.marketwatch.com/story/dow-futures-see-subdued-action-monday-evening-after-nasdaq-scores-first-record-close-since-feb-19-2020-06-08,https://cdn.snapi.dev/images/v1/j/i/etf38-2.jpg,Dow futures see subdued action Monday evening after Nasdaq scores first record close since Feb. 19,"U.S. stock-index futures on Monday saw muted trade, after a rally in the regular session pushed the Nasdaq Composite Index to its first all-time closing high since Feb.",Market Watch,"Mon, 08 Jun 2020 19:20:10 -0400",,Neutral,Article
https://www.benzinga.com/news/20/06/16207641/nasdaq-closes-at-all-time-high,https://cdn.snapi.dev/images/v1/3/1/3100369536-ef070a00df-o-1-1.jpg,NASDAQ Closes At All-Time High,What Happened: The NASDAQ has seen the quickest recovery from the early 2020 market downturn.,Benzinga,"Mon, 08 Jun 2020 19:12:57 -0400",,Positive,Article
https://www.youtube.com/watch?v=1Aa3nfzCjpU,https://cdn.snapi.dev/images/v1/m/q/jim-cramer-explains-how-the-nasdaq-hit-a-new-all-time-high-during-the-coronavirus-pandemic.jpg,Jim Cramer explains how the Nasdaq hit a new all-time high during the coronavirus pandemic,CNBC's Jim Cramer goes through the 10 stocks that helped push the Nasdaq Composite to a new intraday all-time high.,CNBC Television,"Mon, 08 Jun 2020 18:57:59 -0400","cramer,madmoney",Positive,Video
https://www.fastcompany.com/90514318/fintech-insurance-startup-lemonade-just-filed-for-an-ipo,https://cdn.snapi.dev/images/v1/p/-/p-2-p-1-lemonade-insurance-startup-files-for-ipo.jpg,Fintech insurance startup Lemonade just filed for an IPO,"With a $2.1 billion estimated valuation, fintech insurer Lemonade may be the next unicorn as it files its IPO.
Lemonade, a startup that sells insurance to renters and homeowners (not to be confused with the Beyonce album and film), filed for an IPO on the New York Stock Exchange today, estimating it will raise about $100 million.",Fast Company,"Mon, 08 Jun 2020 18:33:43 -0400",,Neutral,Article
https://www.youtube.com/watch?v=48adTUWTaCM,https://cdn.snapi.dev/images/v1/m/d/fed-to-broadly-accept-a-steepening-yield-curve-petersons-posen.jpg,Fed to Broadly Accept a Steepening Yield Curve: Peterson’s Posen,"Adam Posen, president at Peterson Institute for International Economics, discusses how the Federal Reserve may approach yield curve control.",Bloomberg Markets and Finance,"Mon, 08 Jun 2020 18:30:44 -0400",,Neutral,Video
https://www.cnbc.com/2020/06/08/stock-market-futures-open-to-close-news.html,https://cdn.snapi.dev/images/v1/u/d/106546040-1590001091374gettyimages-1208294479.jpeg,Stock futures hold steady after S&P 500 turns positive for the year,Futures held steady at the start of the overnight session as investors hoped to extend the S&P 500's gains after it returned to positive territory.,CNBC,"Mon, 08 Jun 2020 18:08:15 -0400",,Positive,Article
https://www.youtube.com/watch?v=DVwx2kSq5MI,https://cdn.snapi.dev/images/v1/1/k/sp-500-flips-positive-for-the-year.jpg,S&P 500 Flips Positive For The Year,S&P 500 Flips Positive For The Year,Zacks Investment Research,"Mon, 08 Jun 2020 18:06:37 -0400",,Positive,Video
https://www.youtube.com/watch?v=4FD0S_YbitM,https://cdn.snapi.dev/images/v1/y/i/canaccord-genuitys-tony-dwyer-says-market-due-for-a-rest.jpg,Canaccord Genuity's Tony Dwyer says market due for a rest,"Tony Dwyer, Canaccord Genuity chief market strategist, says it's time for a natural rest after this big run. With CNBC's Melissa Lee and the Fast Money traders, Guy Adami, Tim Seymour, Dan Nathan and Jeff Mills.",CNBC Television,"Mon, 08 Jun 2020 18:04:44 -0400",,Neutral,Video
https://www.youtube.com/watch?v=F0aYoLZgLt4,https://cdn.snapi.dev/images/v1/9/e/futures-continue-rally-after-better-than-expected-may-jobs-report-boosts-market-optimism.jpg,Futures Continue Rally After Better-Than-Expected May Jobs Report Boosts Market Optimism,"Futures are rallying this morning, following a surge from the better-than-expected May jobs report on Friday.",Cheddar,"Mon, 08 Jun 2020 18:00:03 -0400",,Positive,Video
