news_url,image_url,title,text,source_name,date,topics,sentiment,type
https://www.investopedia.com/rally-stumbles-on-fed-concerns-4705952,https://cdn.snapi.dev/images/v1/e/t/etf39-35.jpg,Rally Stumbles on Fed Concerns,"Stocks and bonds fell on muted Fed expectations, while Tesla stock tanked and the euro neared two-year lows.",Investopedia,"Thu, 25 Jul 2019 22:21:11 -0400",,Negative,Article
https://www.youtube.com/watch?v=R-WLHMYr7EU,https://cdn.snapi.dev/images/v1/l/y/ef33-1.jpg,What Investors Should Be Watching in Tech and Retail Earnings,"Amanda Agati, co-Chief Investment Strategist at PNC, has some thoughts on earnings season.",The Street,"Thu, 25 Jul 2019 22:19:46 -0400",earnings,Neutral,Video
https://www.reuters.com/article/us-global-oil/oil-drops-after-poll-points-to-slower-global-growth-idUSKCN1UL02Z,https://cdn.snapi.dev/images/v1/o/i/oil29-3.jpg,Oil drops after poll points to slower global growth,"Oil prices fell on Friday after a Reuters poll showed global economic growth is likely to slow further amid the U.S.-China trade war, although losses were limited by tensions in the Middle East.",Reuters,"Thu, 25 Jul 2019 21:13:59 -0400",oil,Negative,Article
https://www.reuters.com/article/us-global-markets/asian-shares-dip-on-mixed-u-s-earnings-euro-off-two-year-low-as-ecb-holds-idUSKCN1UL025,https://cdn.snapi.dev/images/v1/4/h/m02d20190726t2i1412057450rlynxnpef6p010w640.jpg,"Asian shares dip on mixed U.S. earnings, euro off two-year low as ECB holds","Asian share prices opened a tad lower on Friday on mixed U.S. earnings reports and the euro held above two-year lows struck overnight after the European Central Bank held interest rates steady, though officials said a cut was certain in September.",Reuters,"Thu, 25 Jul 2019 20:52:15 -0400",earnings,Negative,Article
https://www.youtube.com/watch?v=AFFvWYjtZZM,https://cdn.snapi.dev/images/v1/d/c/cramer-weakness-in-the-industrial-economy-could-push-the-fed-to-cut-rates.jpg,Cramer: Weakness in the industrial economy could push the Fed to cut rates,"""If the president rolls out new tariffs on Chinese imports ... if oil goes down, then one rate cut will not be enough,"" Jim Cramer says.",CNBC Television,"Thu, 25 Jul 2019 19:43:43 -0400","cramer,madmoney",Neutral,Video
https://www.cnbc.com/2019/07/26/asia-stocks-central-banks-the-fed-oil-currencies-in-focus.html,https://cdn.snapi.dev/images/v1/b/b/105646643-1545781285069gettyimages-1074769846.jpeg,Asia Pacific to trade lower on expectations of less aggressive Fed,"Stocks in Asia traded lower Friday morning, amid expectations the U.S. Federal Reserve could be less aggressive than expected with monetary policy when it meets next week.",CNBC,"Thu, 25 Jul 2019 19:33:00 -0400",,Negative,Article
https://www.youtube.com/watch?v=0XoddaFFcHA,https://cdn.snapi.dev/images/v1/l/w/getting-from-truce-to-deal-in-the-us-china-trade-war-cnbc-debate.jpg,Getting from Truce to Deal in the U.S.-China Trade War,"Charles Li, Chief Executive at the Hong Kong Exchanges and Clearing (HKEX) tells CNBC he sees the possibility for a U.S.",CNBC International TV,"Thu, 25 Jul 2019 18:15:00 -0400",,Neutral,Video
https://www.reuters.com/article/us-usa-tech-antitrust/u-s-attorney-general-state-officials-discuss-big-tech-firms-effect-on-competition-idUSKCN1UK2WK,https://cdn.snapi.dev/images/v1/h/f/m02d20190725t2i1411996356rlynxnpef6o28nw640.jpg,"U.S. attorney general, state officials discuss big tech firms' effect on competition","Eight state attorneys general met with U.S. Attorney General William Barr on Thursday to discuss the effect of big tech companies on competition, and various antitrust actions are being reviewed, the Texas attorney general's office said in a statement.",Reuters,"Thu, 25 Jul 2019 17:56:20 -0400",,Neutral,Article
https://www.youtube.com/watch?v=osk49xlg_jw,https://cdn.snapi.dev/images/v1/h/u/hua81-1.jpg,Exclusive: Huawei CEO Ren Zhenfei's full interview with Yahoo Finance,"Huawei, the tech giant at the center of the U.S.-China trade war, has been under suspicion for its ties to the Chinese government and concerns that its telecom equipment can be used to spy.",Yahoo Finance,"Thu, 25 Jul 2019 17:45:23 -0400",CEO,Neutral,Video
https://www.cnbc.com/2019/07/25/us-growth-could-be-below-2percent-but-wont-likely-change-feds-next-rate-decision.html,https://cdn.snapi.dev/images/v1/l/2/comm-fed-cut-rates-during-economic-expanison-07122019-pxherecom-e1563206951850-3.jpg,U.S. growth could be weakest in more than two years but latest data might not affect Fed's next move,"The economy is expected to have grown in the second quarter at the slowest pace in more than two years, but the data will have little bearing on the Fed when it holds its rates meeting next week.",CNBC,"Thu, 25 Jul 2019 17:02:00 -0400",,Negative,Article
https://investorplace.com/2019/07/market-rally-ahead-go-long-stocks/,https://cdn.snapi.dev/images/v1/y/e/yet2y-1.jpg,The #1 Reason I Am Still “All In” on Stocks,This is the reason I believe we’re in for a major market rally over the next 12 months.,InvestorPlace,"Thu, 25 Jul 2019 16:57:02 -0400",,Positive,Article
https://www.cnbc.com/2019/07/25/hedge-fund-manager-kyle-bass-says-a-us-china-trade-deal-cant-be-reached.html,https://cdn.snapi.dev/images/v1/c/w/105524331-1540315639145bass.jpg,Hedge fund manager Kyle Bass says a US-China trade deal can't be reached,Billionaire hedge fund manager Kyle Bass is doubtful a trade deal between the U.S. and China can be reached and believes rate cuts are less effective these days.,CNBC,"Thu, 25 Jul 2019 16:37:00 -0400",,Negative,Article
https://investorplace.com/2019/07/dow-jones-today-that-was-not-pleasant/,https://cdn.snapi.dev/images/v1/d/o/dowjones1600b-300x169.jpg,Dow Jones Today: That Was Not Pleasant,"Unfortunately, Thursday was one of those days where there was no shortage of Dow losers to pick from. In late trading, 18, more than half of the Dow's 30 components, were in the red.",InvestorPlace,"Thu, 25 Jul 2019 16:14:51 -0400",,Negative,Article
https://www.youtube.com/watch?v=XkE3Oy04X1o,https://cdn.snapi.dev/images/v1/m/q-6/kyle-bass-we-need-to-restructure-our-relationship-with-china-greatest-risk-to-security.jpg,"Kyle Bass: We need to restructure our relationship with China, greatest risk to security","Kyle Bass, founder and chief investment officer at Hayman Capital Management, joins CNBC's ""Closing Bell"" to discuss China trade talks and a recent ProPublica investigation about his connection with RNC Co-Chair Tommy Hicks Jr.",CNBC Television,"Thu, 25 Jul 2019 16:13:53 -0400",,Negative,Video
https://www.youtube.com/watch?v=m0MC4ajUhMk,https://cdn.snapi.dev/images/v1/m/q-6/kyle-bass-youre-going-to-see-softness-in-us-economy-come-2020.jpg,Kyle Bass: You're going to see softness in US economy come 2020,"Kyle Bass, founder and chief investment officer at Hayman Capital Management, joins CNBC's ""Closing Bell"" to discuss interest rates and what he sees for the future of the U.S.",CNBC Television,"Thu, 25 Jul 2019 16:13:13 -0400",,Negative,Video
https://www.youtube.com/watch?v=-hWdnA-dnuI,https://cdn.snapi.dev/images/v1/m/q-6/why-david-einhorn-is-betting-against-corporate-debt.jpg,Why David Einhorn Is Betting Against Corporate Debt,"Hedge fund manager David Einhorn says that he’s shorting U.S. corporate debt as protections for creditors deteriorate. Bloomberg's Lisa Abramowicz reports on ""Bloomberg Markets: The Close.""",Bloomberg Markets and Finance,"Thu, 25 Jul 2019 15:59:23 -0400",,Neutral,Video
https://www.gurufocus.com/news/915538/us-indexes-close-lower-thursday-after-3-days-of-gains,https://cdn.snapi.dev/images/v1/e/t/etf40-39.jpg,US Indexes Close Lower Thursday After 3 Days of Gains,"The Dow Jones Industrial Average closed at 27,140.98 on Thursday with a loss of 128.99 points or -0.47%.",GuruFocus,"Thu, 25 Jul 2019 15:50:38 -0400",,Negative,Article
https://www.youtube.com/watch?v=x-V_MlFdxFc,https://cdn.snapi.dev/images/v1/y/w/heres-how-antitrust-attack-on-big-tech-may-help-retailers.jpg,Here's how antitrust attack on Big Tech may help retailers,"CNBC's ""Closing Bell"" team breaks down the potential impact of antitrust regulation on Big Tech companies with Brandon Fletcher of Bernstein.",CNBC Television,"Thu, 25 Jul 2019 15:45:11 -0400",,Neutral,Video
https://www.gurufocus.com/news/915507/wall-street-retreats-thursday,https://cdn.snapi.dev/images/v1/m/0-2/m02d20190724t2i1411558917rlynxnpef6n1pxw640.jpg,Wall Street Retreats Thursday,U.S. stocks fell on Thursday after the European Central Bank signaled an interest rate cut.,GuruFocus,"Thu, 25 Jul 2019 15:34:39 -0400",,Negative,Article
https://www.reuters.com/article/us-usa-stocks/wall-street-recedes-from-record-high-following-weak-results-draghi-idUSKCN1UK1IC,https://cdn.snapi.dev/images/v1/g/u/m02d20190717t2i1408936391rlynxnpef6g0vsw640-2.jpg,"Wall Street recedes from record high following weak results, Draghi",Wall Street fell from record highs on Thursday following a flurry of downbeat quarterly results from Ford Motor and other companies and after European Central Bank chief Mario Draghi's comments disappointed investors hoping for a more dovish stance on monetary policy.,Reuters,"Thu, 25 Jul 2019 15:12:45 -0400",,Negative,Article
