news_url,image_url,title,text,source_name,date,topics,sentiment,type,tickers
https://www.cnbc.com/2021/01/20/india-has-reportedly-asked-whatsapp-to-withdraw-privacy-policy-update.html,https://cdn.snapi.dev/images/v1/1/0/105919188-1558087563062gettyimages-1149090968.jpeg,India ministry reportedly asked WhatsApp to drop privacy policy changes that sparked backlash,The update relates specifically to features that allow users to interact with businesses on WhatsApp.,CNBC,"Tue, 19 Jan 2021 23:31:16 -0500",,Negative,Article,FB
https://www.youtube.com/watch?v=PcGgu7iVuU4,https://cdn.snapi.dev/images/v1/m/q/heres-how-big-tech-may-fare-under-the-biden-administration.jpg,Here's how Big Tech may fare under the Biden administration,"CNBC's Brian Sullivan and Deirdre Bosa discuss what investors should watch in the Big Tech sector under the incoming administration, especially with regard to Section 230, with Danny Fortson of The Sunday Times.",CNBC Television,"Tue, 19 Jan 2021 16:10:36 -0500",Political,Neutral,Video,"AAPL,AMZN,FB,GOOG,GOOGL,MSFT,TWTR"
https://www.youtube.com/watch?v=9eEqoqdk5Rw,https://cdn.snapi.dev/images/v1/m/q/how-the-halftime-investors-are-playing-big-tech-right-now.jpg,How the 'Halftime' investors are playing Big Tech right now,"CNBC's ""Halftime Report"" team of investors discuss what they think of some Big Tech stocks right now.",CNBC Television,"Tue, 19 Jan 2021 12:53:15 -0500",,Neutral,Video,"AMZN,FB,GOOG,GOOGL,NFLX,XLK"
https://www.zacks.com/stock/news/1248690/are-the-faang-stocks-about-to-break-out-again,https://cdn.snapi.dev/images/v1/b/k/105940453-1559231679481img-5450.jpg,Are the FAANG Stocks About to Break Out Again?,The big cap stocks retreated at the end of 2020 as the small caps took the spotlight. Will the mega-cap FAANG stocks lead them back this earnings season?,Zacks Investment Research,"Tue, 19 Jan 2021 11:17:07 -0500",,Positive,Article,"AAPL,AMZN,FB,GOOGL,NFLX,GOOG"
https://nypost.com/2021/01/19/us-asks-australia-to-ditch-facebook-google-ad-revenue-proposal/,https://cdn.snapi.dev/images/v1/f/a/facebook-thumb-1jpgquality90stripall---jmdh5yivin.jpg,"US asks Australia to ditch plan to make Facebook, Google share ad revenue",The US government is asking Australia to abandon a proposed law that would force Facebook and Google to pay local media firms a cut of the advertising revenue they rake in when using their content. American trade representatives Daniel Bahar and Karl Ehlers asked Australia to “suspend” the plans and suggested the country instead “further.,New York Post,"Tue, 19 Jan 2021 10:31:18 -0500",,Negative,Article,"FB,GOOG,GOOGL"
https://www.marketwatch.com/story/facebook-stock-upgraded-as-bmo-says-risks-to-ad-targeting-could-ease-11611068801,https://cdn.snapi.dev/images/v1/f/i/103962888-gettyimages-502404740.jpg,The Ratings Game: Facebook stock upgraded as BMO says risks to ad targeting could ease,"Facebook Inc. shares FB are up 1.7% in Tuesday morning trading after BMO Capital Markets analyst Daniel Salmon upgraded the stock to outperform from market perform and boosted his price target to $325 from $270. Salmon wrote that while the company could see its targeting capabilities reduced due to an Apple Inc. privacy measure on its iOS operating system, this action could mark the “peak” of “targeting headwinds” for Facebook.",Market Watch,"Tue, 19 Jan 2021 10:06:00 -0500",paylimitwall,Positive,Article,FB
https://www.zacks.com/stock/news/1248605/4-tech-stocks-to-buy-as-augmented-reality-boom-continues,https://cdn.snapi.dev/images/v1/j/y/106810843-1607962037162nyse-trading-floor-photo-20201214-press-5-jpg.jpg,4 Tech Stocks to Buy as Augmented Reality Boom Continues,"The growing proliferation of Augmented Reality (AR) in every major sector makes the technology promising. The importance of AR, which enables interaction between the real world and 3D virtual objects in real time, has been realized by several businesses in the coronavirus-hit world that has created a niche for virtual working and learning environment.",Zacks Investment Research,"Tue, 19 Jan 2021 09:47:13 -0500",,Positive,Article,"AAPL,FB,GOOGL,SNAP,GOOG"
https://www.fool.com/investing/2021/01/19/3-terrible-reasons-to-sell-facebook/,https://cdn.snapi.dev/images/v1/u/r/urlhttps3a2f2fgfoolcdncom2feditorial2fimages2f6086542ffacebook-signjpgw700opresize.jpg,3 Terrible Reasons To Sell Facebook Stock,"Some think the social media stock is untouchable, but investors may want to tune out the noise.",The Motley Fool,"Tue, 19 Jan 2021 09:09:00 -0500",,Negative,Article,FB
https://247wallst.com/technology-3/2021/01/19/top-analyst-sticks-with-4-sizzling-large-cap-internet-stocks-to-buy-for-2021/,https://cdn.snapi.dev/images/v1/x/6/top-moat-stocks-in-2020-veeva-servicenow-and-amazon-440x250.jpg,Top Analyst Sticks With 4 Sizzling Large-Cap Internet Stocks to Buy for 2021,"As is the case every year, the major Wall Street firms we cover here at 24/7 Wall St.",24/7 Wall Street,"Tue, 19 Jan 2021 08:27:41 -0500",,Positive,Article,"AMZN,FB,GOOGL,SNAP"
https://seekingalpha.com/article/4399199-e-commerce-and-chat-commerce-in-covid-times-podcast,https://cdn.snapi.dev/images/v1/p/o/podc10---fjmkbwf47m.jpg,E-Commerce And Chat Commerce In Covid Times (Podcast),We talk e-commerce and chat commerce with Zbooni CEO Ramy Assaf. He makes the persuasive - and perhaps obvious - point that every business is an e-commerce one at this point.,Seeking Alpha,"Tue, 19 Jan 2021 08:15:00 -0500","podcast,paylimitwall",Positive,Article,"FB,SHOP,SQ"
