news_url,image_url,title,text,source_name,date,topics,sentiment,type
https://www.youtube.com/watch?v=uFrZYWb6VTA,https://cdn.snapi.dev/images/v1/p/h/dec-jobs-report-sends-a-lot-of-signals-about-whats-needed-from-biden-administration-economist.jpg,Dec jobs report sends ‘a lot of signals' about what's needed from Biden administration: Economist,"The U.S. shed 140,000 jobs in December. Labor Economist and Rutgers University Professor Bill Rodgers joins Yahoo Finance Live to discuss the outlook for the economy under a Biden presidency.",Yahoo Finance,"Sat, 09 Jan 2021 15:10:37 -0500",Political,Negative,Video
https://www.youtube.com/watch?v=83y_tZ8Eb9s,https://cdn.snapi.dev/images/v1/m/f/fed-vice-chairman-clarida-december-jobs-report-is-clearly-a-setback.jpg,Fed Vice Chairman Clarida: December jobs report is 'clearly a setback',"This segment originally aired on January 8, 2021. Yahoo Finance's Brian Cheung joins Kristin Myers to break down Fed Vice Chairman Rich Clarida's comments on the disappointing December jobs report.",Yahoo Finance,"Sat, 09 Jan 2021 14:58:20 -0500",,Negative,Video
https://www.businessinsider.com/women-lost-140000-jobs-in-december-2021-1,https://cdn.snapi.dev/images/v1/t/h/the-us-lost-140000-jobs-in-december-all-of-those-jobs-were-held-by-women.jpg,"The US lost 140,000 jobs in December. All of those jobs were held by women.","The US posted a surprise decline in payrolls in December and all of the 140,000 jobs lost were held by women, according to data. Analysts had expected an uptick in employment in December but instead American businesses shed 140,000 nonfarm payroll. The country's unemployment rate stayed steady at 6.7%,  according to data released Friday by the Bureau of Labor Statistics.",Business Insider,"Sat, 09 Jan 2021 12:06:03 -0500",paylimitwall,Negative,Article
https://www.cnn.com/2021/01/08/economy/women-job-losses-pandemic/index.html,https://cdn.snapi.dev/images/v1/g/j/210108142549-restricted-women-employment-childcare-2020-super-169.jpg,"US employers cut 140,000 jobs in December. All of them were held by women","The economic recovery is backtracking, and women — particularly women of color — are bearing the brunt of the job losses.",CNN Business,"Sat, 09 Jan 2021 09:31:40 -0500",Layoffs,Negative,Article
https://www.cnbc.com/2021/01/09/stocks-enter-the-manic-exuberant-bull-market-stage-but-that-doesnt-mean-its-near-ending.html,https://cdn.snapi.dev/images/v1/0/k/106821493-1610129505191press-traders-photo-20210108-6-jpg.jpg,"Stocks enter the manic, exuberant bull market stage, but that doesn't mean it's near ending",The market looks near a point where the only plausible next move is a bit of a cool-off period or an overheating phase.,CNBC,"Sat, 09 Jan 2021 08:45:39 -0500",,Positive,Article
https://markets.businessinsider.com/news/stocks/stock-market-outlook-bubble-index-survey-recession-fears-risk-etrade-2021-1-1029945009,https://cdn.snapi.dev/images/v1/a/-/a-majority-of-investors-believe-the-stock-market-is-in-a-bubble-and-many-fear-a-recession-according-to-an-etrade-survey.jpg,"A majority of investors believe the stock market is in a bubble — and many fear a recession, according to an E*Trade survey","Most investors believe the stock market is in bubble territory according to a new survey from E*Trade Financial. Out of 904 active investors who manage at least $10,000 in an online brokerage account, 66% of them think the market is either fully or somewhat in a bubble, according to E*Trade. An additional 26% said the stock market is ""approaching a market bubble,"" while only 8% said stock valuations are ""not close to a market bubble."" The survey also revealed that recession fears linger. 32% of investors listed a recession as their top portfolio risk right now.",Business Insider,"Sat, 09 Jan 2021 08:45:00 -0500",paylimitwall,Negative,Article
https://www.marketwatch.com/story/the-bad-news-keeps-coming-for-the-u-s-economy-but-it-might-not-be-as-bad-as-it-looks-11610139963,https://cdn.snapi.dev/images/v1/1/z/im-282858width620size15005861664712778.jpg,"Economic Preview: The bad news keeps coming for the U.S. economy, but it might not be as bad as it looks","The bad news keeps coming for the U.S. economy, but don't expect investors to worry all that much early in the new year. Here's why.",Market Watch,"Sat, 09 Jan 2021 08:30:00 -0500",paylimitwall,Neutral,Article
https://www.marketwatch.com/story/reflation-nation-this-time-post-crisis-tailwinds-favor-banks-and-the-economy-11610144838,https://cdn.snapi.dev/images/v1/f/g/im-282848width620size14365881032547698.jpg,"Market Snapshot: Reflation nation? This time, post-crisis tailwinds favor banks, and the economy","Banks spent nearly the entire post-financial crisis cycle going nowhere. This may be their moment, in the wake of the covid crisis.",Market Watch,"Sat, 09 Jan 2021 08:01:00 -0500",paylimitwall,Neutral,Article
https://seekingalpha.com/article/4398022-u-s-ipo-week-ahead-games-loans-pet-care-and-in-diverse-8-ipo-week,https://cdn.snapi.dev/images/v1/2/q/software7.jpg,"U.S. IPO Week Ahead: Games, Loans, Pet Care, And More In A Diverse 8 IPO Week",Eight IPOs are scheduled to raise $4.3 billion in the week ahead. Playtika Holding plans to raise $1.6 billion at a $9.7 billion market cap.,Seeking Alpha,"Sat, 09 Jan 2021 07:24:40 -0500",paylimitwall,Neutral,Article
https://seekingalpha.com/article/4398019-u-s-ipo-weekly-recap-new-year-kicks-off-2-biotech-ipos-and-tidal-wave-of-spacs,https://cdn.snapi.dev/images/v1/r/n/biotech19---brlhzzgtjg.jpg,U.S. IPO Weekly Recap: The New Year Kicks Off With 2 Biotech IPOs And A Tidal Wave Of SPACs,Two biotechs and 28 SPACs raised over $7.1 billion in the first week of the new year. Activity should remain high as new filings continued to flood the IPO pipeline.,Seeking Alpha,"Sat, 09 Jan 2021 06:26:17 -0500",paylimitwall,Neutral,Article
